platform,app_id,app_name,publisher_name,categories
gp,com.guides.minecraftnewtp.pe,Texture Packs For Minecraft PE,AR Media,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.freevpn.operavpn,Turbo Opera VPN - Unlimited Proxy Guide,Free vpn advice,"APPLICATION, BOOKS_AND_REFERENCE"
gp,com.lucky.japanesefood1,Complete Japanese Food Recipes,SherLuck,"APPLICATION, BOOKS_AND_REFERENCE"
gp,com.mobisystems.msdict.embedded.wireless.oxford.spanish,Oxford Spanish Dictionary,MobiSystems,"APPLICATION, BOOKS_AND_REFERENCE"
gp,com.astics.geeta,Shrimad Bhagavad Gita audio,Astics Inc,"APPLICATION, BOOKS_AND_REFERENCE"
gp,com.marlon0008.armyguide,Army Guide,Marlon Clark,"APPLICATION, BOOKS_AND_REFERENCE"
gp,com.appmk.magazine.AOVFPIENQSAUZWAJ,Reglament CPPK,mattecink,"APPLICATION, BOOKS_AND_REFERENCE"
gp,bluepin_app.cont.dino_world_eng,Dino World,BLUEPIN Corp.,"APPLICATION, FAMILY_EDUCATION, FAMILY, EDUCATION"
gp,gov.nasa,NASA,NASA ,"APPLICATION, FAMILY_EDUCATION, FAMILY, EDUCATION"
ios,301387274,Pocket God,Bolt Creative,"Entertainment, Games"
ios,932332472,King Tut Hidden Object Games,Big Leap Studios,"Entertainment, Games/Family, Games/Puzzle, Games"
ios,1079760016,Video Walkthrough for Planetary Annihilation: Titans,Chi Kau Wan,"Games/Strategy, Reference, Games/Adventure, Games"
ios,672145500,Crazy Basketball - sports games,Texas Poker,"Games/Sports, Games/Action, Games"
ios,1024142466,Followers Insight for Instagram,SkyFireApps,"Utilities, Social Networking"
ios,869945306,NOAA Buoy Data,"Engineering Goodness, LLC","Weather, Reference"
ios,934296352,Bingo Best,Urmila Pankhanya,"Entertainment, Games/Adventure, Games, Games/Dice"
ios,923957969,Bang Bang Movie Game,Nazara Technologies Private Limited,"Games/Racing, Games/Action, Games"
ios,1182307188,Mobilificio Torinese,Webmobili srl,"Catalogs, Lifestyle"
ios,638418451,WOWaCAT Free,Reklamas Rima SIA,"Games/Music, Games/Word, Music, Games"
ios,1019062274,Math24 - A puzzle of math 24 by 4 cards,QQ TSUBASA,"Games/Family, Games/Puzzle, Sports, Games"
ios,1154950674,Cheats Tips For Legends of Honor,Michail Popkovic,"Entertainment, Games/Strategy, Games/Adventure, Games"
ios,388954265,WSPA 7News - Greenville Spartanburg SC,Media General,"Productivity, News"
ios,670470690,أربعة صور وكلمة - المطورة,SARA GOODNEWS4ME Co.,"Games/Puzzle, Games/Word, Lifestyle, Games"
ios,975065663,Frosty Slushy - Ice Drink Maker,Slushy,"Games/Educational, Education, Games/Music, Games"
ios,936290706,うちのぷにぷにり〜ぱ〜 【かわいい育成ゲーム】,funnel,"Games/Simulation, Games/Action, Games"
ios,455220231,طيور الجنة 2015,apps factory LTD,"Music, Lifestyle"
ios,957198634,Love Tester ◌,Daniel Storm,"Entertainment, Games/Family, Games/Simulation, Games"
ios,1067618355,多人捕鱼,Judy Deng,"Entertainment, Games/Board, Games, Games/Dice"
ios,927523832,Barbie™ Best Job Ever: Pastry Chef,"Mattel, Inc.","Entertainment, Games/Family, Games/Educational, Games"
ios,387141913,Best wallpapers & backgrounds HD,Splash Gene,"Entertainment, Photography"
ios,1188686026,Surfers a Way The Subway Running Dash,Danupons Chalampons,"Sports, Games/Action, Games/Arcade, Games"
ios,511945342,Breeding Guide for DragonVale,The Next Flow,"Games/Role Playing, Games/Simulation, Games"
ios,718421443,QuizUp™,Glu Games Inc,"Games/Educational, Games/Trivia, Social Networking, Games"
ios,1068092686,Blossom Beauty Spa Salon,Unit M,"Games/Family, Games/Role Playing, Lifestyle, Games"
ios,1062336345,A Rushing Spinny Circle Free Dodge Shape Spike.s & Tapping games,Teerawut Sanprom,"Entertainment, Games/Strategy, Games/Arcade, Games"
ios,1187951410,Turtle Evolution | Tortoise Clicker Game,Tapps Tecnologia da Informação Ltda.,"Entertainment, Games/Family, Games/Strategy, Games"
ios,443819138,Monster Wars,Liv Games,"Games/Role Playing, Games/Strategy, Games"
ios,812937888,4 Pics Mystery: Reloaded,Emillia Lapina,"Games/Puzzle, Games/Word, Games"
ios,1238864909,Sicredi Fácil,Marcos Ramos,"Lifestyle, Finance"
ios,997252932,恐龙归来,CloudCis,Books
ios,597859872,Saint Charbel,Accessibilities,"Reference, Lifestyle"
ios,1135415576,MSKUS,Shore GmbH,"Medical, Business"
ios,779381383,馬券・競馬予想はUMAJIN.net！競馬情報アプリ,"Link Bit Consulting Co.,Ltd.","Entertainment, Sports"
ios,689220497,Hi Words - Word Search Game for Brain Training,Man Zhang,"Games/Word, Games/Board, Games"
ios,518119428,Collapse! Blast,GameHouse,"Games/Puzzle, Social Networking, Games/Arcade, Games"
ios,1161374761,Color It - Free Coloring App,Games2win,"Entertainment, Games/Educational, Games/Family, Games"
ios,998814819,Đào Vàng 2016 - Mới,Conafox,"Entertainment, Games/Adventure, Games/Arcade, Games"
ios,1187802265,Tap Soccer Challenge,Dumadu Games Pvt Ltd,"Entertainment, Games/Sports, Games/Arcade, Games"
ios,1211945108,Last Adventures 15 : Escape Scary Zombie House,lijun Deng,"Games/Puzzle, Games/Adventure, Games"
ios,325080675,SurfStitch Surf Check - Surf Cams Surf Reports Surf Forecasts Surf Videos & News,Coastalwatch,"Weather, Sports"
ios,1094185641,Transcash,Transcash France,"Shopping, Finance"
ios,373775364,【雑誌・タダ読み】FujisanReader（フジサンリーダー）,"Fujisan Magazine Service Co., Ltd.","Books, News"
ios,1170338076,Spider Solitaire Spiderette-Man Unlimited Pro 2,Gyanburu LLC,"Games/Card, Games"
ios,580399292,戦国炎舞 -KIZNA- 【人気の本格戦国RPG】,Sumzap Inc.,"Games/Role Playing, Social Networking, Games/Card, Games"
ios,1154396453,神偷2016：免费探险解密游戏，提高儿童探索能力,WUJIN LIN,"Education, Music"
ios,1112166452,My Monster House - Create and Decorate Your Spooky Home,Tapps Tecnologia da Informação Ltda.,"Games/Educational, Entertainment, Games/Simulation, Games"
ios,1184923705,Pollares Laser,Andre Furtado,"Medical, Utilities"
ios,738455135,Zepp Baseball & Softball Swing Analyzer,ZEPP TECHNOLOGY,"Sports, Lifestyle"
ios,1062609683,Sand Circuit Race,Peter Bazso,"Games/Racing, Games/Sports, Games"
ios,1113279657,动漫相机-LoveLive专属版,Wu Tongzi,Photography
ios,1047146871,Heroes Tactics : PvP Strategy Game,Lilith Games,"Entertainment, Games/Strategy, Games/Card, Games"
ios,833353131,Princess party cleanup,Jinlong Chen,"Games/Family, Games/Trivia, Games"
ios,373041892,Agrar Wetter,Bayer Group,"Business, Weather"
ios,467227323,eAlth,Sterling Systems Pty. Ltd.,Medical
ios,1129756283,Guinea King,Gareth Sibson,"Entertainment, Games/Puzzle, Games/Arcade, Games"
ios,1190101082,Find Differences In Industry,wang kai,"Games/Trivia, Travel, Games/Adventure, Games"
ios,972372967,Satellite image 24h,Kazuhiko Uno,Weather
ios,904241944,Puppet Soccer Champion 2015,SPIL GAMES,"Entertainment, Games/Sports, Games/Action, Games"
ios,719574081,Hospital Manager – Build and manage a one-of-a-kind hospital,Anuman,"Entertainment, Games/Simulation, Games/Action, Games"
ios,1024958644,Our Shoplist,Aboratec S.C.P,"Food & Drink, Utilities"
ios,1089502637,Накрутка лайков и подписчиков в ВК в 1 клик,Vladyslav Sporykhin,Social Networking
ios,582284493,Radio - Australia,Qukio,"Entertainment, Utilities"
ios,1077716338,Backgammon Offline,EMRE KOC,"Games/Board, Games, Games/Dice"
ios,1187800694,畅雅斗地主,Yinan Yin,"Sports, Games/Card, Games, Games/Casino"
ios,585537923,Mein Deal - Deals Schnäppchen & gratis Artikel,Ralph Moeller,"News, Finance"
ios,1039748465,Fleet Command – Kill enemy ship & win Legion War,Xiaofei XiaofeiZhao,"Games/Strategy, Social Networking, Games/Adventure, Games"
ios,775687917,Новогодние приключения дедушки мороза.,appscraft,"Entertainment, Games/Family, Games/Adventure, Games"
ios,1249954403,Color Hockey,Shiquan SHI,"Entertainment, Games/Family, Games/Arcade, Games"
ios,1148320769,Ketchapp Tennis,Ketchapp,"Games/Sports, Sports, Games/Action, Games"
ios,473225075,Revista Men's Health Brasil,Abril,"Newsstand, Lifestyle"
ios,1156910771,Witch Trap STG,Joshua Sani,"Games/Role Playing, Games/Action, Games"
ios,1086379636,Twisty Arrow - Shoot the Circle Wheel,tastypill,"Games/Music, Games/Simulation, Games"
ios,506617468,TicketFinder,Edenred Belgium,"Utilities, Navigation"
ios,1198288681,Art Priime Photographers,Macs Indietech,"Photography, Lifestyle"
ios,407218484,BilBasen – køb og salg af nye og brugte biler,Bil Markedet ApS,"Utilities, Lifestyle"
ios,454405637,Vocre Translate - Voice and Text Translator,myLanguage,"Business, Travel"
ios,865012359,Srimad Bhagavad Gita - Multi language audio,Creative Infoway,"Books, Lifestyle"
ios,981576068,Bloxiq,Blot Interactive,"Games/Puzzle, Games/Strategy, Games"
ios,824452524,القران الكريم - مشاري العفاسي,Ahmed hn,"Reference, Productivity"
ios,1116621845,好样 - 让孩子养成好习惯,Ye Ling,"Utilities, Health & Fitness"
ios,1141658662,Exiting Summer,"GOOD PLACE, K.K.","Games/Role Playing, Games/Adventure, Games"
ios,528991769,France,Gabriele Petrone,"Entertainment, Travel"
ios,1119560044,Super School Driver - Bus Simulator 3D,Games2win,"Education, Games/Racing, Games/Simulation, Games"
ios,1224951020,Sweeter - Coffee to go,Vidzhai Hukasian,"Food & Drink, Business"
ios,617996793,Jason Vale’s 5-Day Juice Challenge (5lbs in 5 Days),Juice Master,"Food & Drink, Health & Fitness"
ios,959332506,Plugged - Stream Podcasts Music & More Free,Hiphopdaily LLC,"Entertainment, News"
ios,946510788,Adam And Eve - 1,Tang WeiChun,"Games/Adventure, Games/Arcade, Games"
ios,1132389684,Basket Boss - Fun Arcade Basketball Hoops Shooter,Tapps Tecnologia da Informação Ltda.,"Entertainment, Games/Simulation, Games/Sports, Games"
ios,1018650072,Poker Online & Offline,Meenu Agarwal,"Entertainment, Games/Card, Games, Games/Casino"
ios,1029691441,TrailMapps: Williams Lake,Ryan Robertson,"Travel, Reference"
ios,1017493573,DEEPPOST FM – ЭТО ДИПЧИК ДЕТКА!,Valentin Sokolov,Music
ios,986366398,Lull-A-Bear,Unilever,Music
ios,962157025,TSV 07 Köln Merheim e.V.,Tobit.Software,Sports
ios,1132708558,Fantasy Football Draft Wizard by FantasyPros,Marzen Media LLC,Sports
ios,723605118,Gasthof zum Löwen Maassmann,Tobit.Software,Travel
ios,878217080,The Official Universal Orlando® Resort App,"NBCUniversal Media, LLC",Travel
ios,1036050382,FXの極み,Advan inc.,Finance
ios,549863326,BancaPontiMobile,Gruppo Banca Carige,Finance
ios,871171285,Money transfers,Yandex LLC,Finance
ios,999291025,Colpatria Mobile Personal Banking,Colpatria Bank,Finance
ios,410321819,Pago de impuestos recibos y multas,"""la Caixa""",Finance
ios,998277543,天津长荣健豪价格查询,健豪印刷事業股份有限公司,Business
ios,1135368159,湖北养生保健,wei qian,Business
ios,1197043828,Rahnama,Navid Pourmohammadvalibehnami,Business
ios,1097475037,Ristas Studios,PLANTECH LTD,Business
ios,815491492,P.I.G.,Pulppartners sarl,Business
ios,656548633,JoJo.App,Tobit.Software,Business
ios,1121767897,TAO app para negocios,O.S. Group,Business
ios,451280879,The Talent Project,"Kelly Services, Inc.",Business
ios,425356964,DALIM DVL,DALIM SOFTWARE GmbH,Business
ios,888428132,Rescue Air,florencio martinez,Business
ios,953339420,UniSA App,University of South Australia,Education
ios,1210246323,Wangi Wangi Public School,SKOOLBAG PTY LTD,Education
ios,796991072,Radio Vaughan,Vaughan Systems,Education
ios,531669642,해커스 MP3 플레이어,"Hackers Co., Ltd.",Education
ios,1146814630,Fahrschule Körber,Shore GmbH,Lifestyle
ios,1251094306,MosDefinite Hair Salon,Jc Masithela,Lifestyle
ios,968434294,Daly Male,Youbiquity Pty Ltd,Lifestyle
ios,1171331694,심쿵타로운세,원더월소프트,Lifestyle
ios,944524727,House Of The Rock Church,CommunityToGo Pty Ltd,Lifestyle
ios,1199831528,La Barbieria di Milano,Shore GmbH,Lifestyle
ios,1036169984,PHANTOM ATHLETICS,Ortwin Kartmann,Lifestyle
ios,1147128943,Bucaneros Panama,Kgroop,Lifestyle
ios,969075498,Digel Shop,e-shop-direct.com,Lifestyle
ios,1038800927,内蒙环保绿化,CNWIR BJ,Lifestyle
ios,871700050,W2Beauty Korean Cosmetics online shop,Ortwin Kartmann,Lifestyle
ios,1205416102,Haarwerk Neuss,Shore GmbH,Lifestyle
ios,1195471231,温馨物业,"Tian Lan Technology Co., Ltd.",Utilities
ios,1208127205,Image Downloader & Viewer,Koichiro Umemiya,Utilities
ios,930377055,Internet Speed Check,V-SPEED.EU,Utilities
ios,1108282446,beanfun! App,Gamania Digital Entertainment,Entertainment
ios,1069354702,قصص رعب - جديد,abedalkareem omreyh,Entertainment
ios,964795133,Test love calculator,Alejandro Melero Zaballos,Entertainment
ios,385779737,KTVN Channel 2 News,Mobdub LLC,"Weather, News"
ios,380643421,HS - Helsingin Sanomat,Sanoma Media Finland,"Weather, News"
ios,1131768548,Creston News,Shaw Suburban Media,"Weather, News"
ios,505569365,WXII 12 News - Piedmont Triad News and Weather,Hearst Television,"Weather, News"
ios,791323591,Grand Massif Official,Skiplan Lumiplan Montagne,"Travel, Sports"
ios,385100119,Singletracks Lite,Blue Spruce Ventures,"Travel, Sports"
ios,558780450,YAMAP - Social GPS Trekking Companion,YAMAP,"Travel, Sports"
ios,597772198,What Would You Do??,Free Style,"Books, Reference"
ios,1037425926,Yasin Suresi Dinle,Burhan Capak,"Books, Reference"
ios,1186172984,Ramayan Hindi,Nikunj Sutariya,"Books, Reference"
ios,660617716,Dino World.,BLUEPIN Corp.,"Education, Books"
ios,464225941,Alice in Wonderland - Interactive Book by iBigToy,iBigToy Book,"Education, Books"
ios,1146418854,Homecare Patient App,Philips,Health & Fitness
ios,1211832875,Lomax,"MINDBODY, Incorporated",Health & Fitness
ios,1155165810,Golfclub Ottenstein,Vatensa,Health & Fitness
ios,662890455,Chromatic Guitar Tuner: Ukulele Bass Violin,Gismart,"Utilities, Music"
ios,286052382,BPM Tap Tempo,Audiodog,"Utilities, Music"
ios,866767924,Giá Vàng - Doji,DOJI GOLD & GEMS GROUP JOINT STOCK COMPANY,"Business, Finance"
ios,538751727,Raiffeisenbank CZ - Mobilní eKonto,"Raiffeisenbank, a.s.","Business, Finance"
ios,1191617405,Smart Stocks 2.0,ST Virtual,"Business, Finance"
ios,955334092,Armenian Words for Food Audio,Petros Asrat,"Education, Travel"
ios,912315776,Kanazawa Castle AR Tour,"iPublishing Co., Ltd.","Education, Travel"
ios,1028323338,Aerobus,BusOnlineTicket Sdn Bhd,"Utilities, Travel"
ios,783623072,Rozkład Kolejowy,PKP Polskie Linie Kolejowe S.A.,"Utilities, Travel"
ios,730372094,Saint Kitts and Nevis Tourism Guide,KUDIPUDI S KUMAR,"Travel, Navigation"
ios,382233851,Flightradar24 | Flight Tracker,Flightradar24 AB,"Travel, Navigation"
ios,400872444,Taipei Map,CITY APP,"Travel, Navigation"
ios,1094609314,Saudi Arabia Travel Guide,SHAIK MOLA BI,"Travel, Navigation"
ios,963164463,The Jewel Box,Legacy3 Innovations,"Business, Lifestyle"
ios,586495843,옥션 중고장터_성숙한 중고거래의 시작,"eBay Auction Co., Ltd.","Business, Lifestyle"
ios,509992470,iDMSS Plus,"ZHEJIANG DAHUA TECHNOLOGY CO.,LTD.","Business, Utilities"
ios,1039243202,Property Law and Litigation,Pillar App Studio Limited,"Business, Utilities"
ios,375427126,Tiffany & Co. Engagement Ring Finder,Tiffany & Co.,"Shopping, Lifestyle"
ios,1229956624,北美百事君,GorillatapStudio Inc.,"Shopping, Lifestyle"
ios,481326696,notebooksbilliger.de,Notebooksbilliger.de AG,"Shopping, Lifestyle"
ios,552324037,赤すぐnet　妊娠・出産・育児を楽しくする通販アプリ,"Recruit Holdings Co.,Ltd.","Shopping, Lifestyle"
ios,1064001928,SieradenFabriek,McWood Solutions,"Shopping, Lifestyle"
ios,1105915281,T-Factory,Teawood Taiwanese Dining Bar Limited,"Shopping, Lifestyle"
ios,1086400508,Army Guide,Marlon Clark,"Education, Reference"
ios,1080647201,Oxford Spanish Dictionary FREE,"MobiSystems, Inc.","Education, Reference"
ios,334325516,NASA,NASA,"Education, Reference"
ios,678475429,לימוד לתיאוריה - תירגול תאוריה - לוח תמרורים,Yaniv Paz,"Education, Reference"
ios,539369935,Ontario G1 & M1 Practice Test,Deedal Studios Inc,"Education, Reference"
ios,652138795,قصص قبل النوم,kastna,"Entertainment, Books"
ios,573311946,Martin Mystère Mystery Database,Sergio Bonelli Editore,"Entertainment, Books"
ios,857118112,THE LION AND THE MOUSE - Children's stories folktales fairy tales and fables.,Nguyen Tien Dung,"Entertainment, Books"
ios,976942017,iMusic - Free Music & Videos for YouTube,Yibo Mao,"Entertainment, Music"
ios,1067258838,LA RAZA NJ,Dimitrios Voudrislis,"Entertainment, Music"
ios,1157033740,MUTEK.MX,Golive,"Entertainment, Music"
ios,555639105,Saxophone All-in-one,www.saxophone.hk,"Entertainment, Music"
ios,687195932,Radio online,Evgeniy Golota,"Entertainment, Music"
ios,1006114969,مواقيت الصلاة,Ahmed Nagy,"Utilities, Reference"
ios,354907085,Guide for Candy Crush,Presselite,"Utilities, Reference"
ios,662849055,Groupz,Amos Halfon,"Business, Productivity"
ios,1007275430,牛個体管理システム　カウログ,株式会社オーレンス,"Business, Productivity"
ios,1164528287,Et-inn Kebap & Steak,Lokanta.net,"Food & Drink, Lifestyle"
ios,1169472937,Melrose - сеть американских ресторанов,Genesis Web Service,"Food & Drink, Lifestyle"
ios,1221450767,Namo Persian Kitchen London,Flipdish,"Food & Drink, Lifestyle"
ios,524011750,Italian recipes by ifood.tv,FutureToday Inc,"Food & Drink, Lifestyle"
ios,808796222,FAASOS - Food Order Delivery,FFSPL,"Food & Drink, Lifestyle"
ios,1140040679,Oh My Shopping List Pro- grocery shoplist reminder,Yongqiang Yuan,"Productivity, Lifestyle"
ios,1097752729,易美-美容院管理与拓客,"Qingdao YouDo biotechnology co., LTD","Productivity, Lifestyle"
ios,972573001,Valoo - Estimer/Revendre,CBien,"Utilities, Productivity"
ios,943916823,Спутник - Браузер,OOO Sputnik,"Utilities, Productivity"
ios,1123860591,Owl Decide,Baydin Inc.,"Utilities, Productivity"
ios,774941769,Mythic Tarot,"The Fool's Dog, LLC","Entertainment, Lifestyle"
ios,368204284,Kinepolis,Kinepolis Group N.V.,"Entertainment, Lifestyle"
ios,1061854278,Texture Packs Lite for Minecraft PC,Bharatkumar Manvar,"Entertainment, Lifestyle"
ios,1058465027,Player for Acapella,Joseph Malkoun,"Entertainment, Lifestyle"
ios,317212648,TVGuide.co.uk TV Guide,YO.TV,"Entertainment, Reference"
ios,1045378731,Coral Reefs Wiki +,Andreea Jones,"Entertainment, Reference"
ios,887628028,Clínica Universal,Dinan Aplicaciones Tecnológicas,"Medical, Health & Fitness"
ios,458609154,Congrès ADF,Goomeo,"Medical, Health & Fitness"
ios,590183070,Hamilelik ve Gebelik Takibi,Zooba Games,"Medical, Health & Fitness"
ios,581893877,Quit smoking now – Quit smoking Buddy!,sander van der graaff,"Medical, Health & Fitness"
ios,943347681,7Mind - Meditation & Achtsamkeit,7Mind,"Lifestyle, Health & Fitness"
ios,967725415,Hairstyle Simulation - SimFront,TAKAYUKI ARAKI,"Lifestyle, Health & Fitness"
ios,1021830002,[無料]ねごと・いびきレコーダー　バックグランド録音機能付き！,"VantageApps Co., Ltd.","Lifestyle, Health & Fitness"
ios,1121156479,STRAFF & SCHÖN,Shore GmbH,"Lifestyle, Health & Fitness"
ios,1231868837,Healthy Ramadan,Copavo B.V.,"Lifestyle, Health & Fitness"
ios,1055372400,١٦ الف صورة واتس اب,"Behar Albarmajyat ,LLC","Social Networking, Photography"
ios,844746648,BiziCard,"Busica,Ltd.","Social Networking, Photography"
ios,841164653,Rage Quit,Scott Cawthon,"Games/Action, Games/Arcade, Games"
ios,919132359,Mixels Rush - Use Mixes Maxes and Murps to Outrun the Nixels,Cartoon Network,"Games/Action, Games/Arcade, Games"
ios,1090922114,Revolver Shooting Range: Magnum .44 - Accuracy & Reflex Target Shooting Game.,Play Cool Zombie Sport Games sp. z o.o.,"Games/Simulation, Games/Sports, Sports, Games"
ios,1047616081,Epic Cricket – Big League Game,Nazara Technologies Private Limited,"Games/Simulation, Games/Sports, Sports, Games"
ios,922488002,WordBubbles!,Apprope,"Entertainment, Games/Puzzle, Games/Word, Games"
ios,945155994,Word Search - Find the Hidden Words Puzzle Game,Nicholas Detwattananun,"Entertainment, Games/Puzzle, Games/Word, Games"
ios,689847616,Metal Gears Biking,jef nielsen,"Entertainment, Games/Action, Games/Arcade, Games"
ios,1088926442,Veteran's Affairs,Randolph Espejo,"Entertainment, Games/Action, Games/Arcade, Games"
ios,1054818220,Hop Hop Hop,Ketchapp,"Entertainment, Games/Action, Games/Arcade, Games"
ios,998729635,Rush Hero,Ketchapp,"Entertainment, Games/Action, Games/Arcade, Games"
ios,962955811,Punky Fly,Fancy Turnip Llc,"Entertainment, Games/Action, Games/Arcade, Games"
ios,533752187,Battleship War,WhiteBigRabbit,"Entertainment, Games/Racing, Games/Arcade, Games"
ios,980793101,Arcade Shooter,iWEBss.com,"Entertainment, Games/Racing, Games/Arcade, Games"
ios,420587663,Garbage Truck,Good Glue,"Games/Educational, Education, Games/Family, Games"
ios,477389150,Interactive Telling Time - Learning to tell time is fun,GiggleUp Kids Apps And Educational Games Pty Ltd,"Games/Educational, Education, Games/Family, Games"
ios,796981016,Tim the Fox - Puzzle - free preschool puzzle game,Internet-Expert,"Games/Educational, Education, Games/Puzzle, Games"
ios,638185664,Flags and Countries - Quiz for Learning Geography,"Game Maker Photo Video and Emoji for Basketball Kids, LLC","Games/Educational, Education, Games/Puzzle, Games"
ios,1086758579,VR HORROR,andrew sasaki,"Entertainment, Games/Action, Games/Adventure, Games"
ios,1200668211,Mutant Hero,LLC It Works,"Entertainment, Games/Action, Games/Adventure, Games"
ios,669213976,PACIFIC RIM: JAEGER VS KAIJU BATTLE,Warner Bros.,"Entertainment, Games/Action, Games/Adventure, Games"
ios,1011739602,Egyxos Labyrinth Run,De Agostini Publishing Italia S.p.A.,"Entertainment, Games/Action, Games/Adventure, Games"
ios,1049099873,Sea of Lies: Burning Coast - A Mystery Hidden Object Game (Full),"Big Fish Games, Inc","Entertainment, Games/Puzzle, Games/Adventure, Games"
ios,674535826,Brightstone Mysteries: Paranormal Hotel,G5 Entertainment,"Entertainment, Games/Puzzle, Games/Adventure, Games"
ios,867470826,Messy Alice Challenge - Adventures in Wonderland,Kids Fun Club by TabTale,"Entertainment, Games/Family, Games/Role Playing, Games"
ios,731343630,Foot Spa Salon,Buffy Moon Ltd,"Entertainment, Games/Family, Games/Role Playing, Games"
ios,1030705227,BFF - High School Fashion 2,Games2win,"Entertainment, Games/Family, Games/Role Playing, Games"
ios,1083356592,Work hard Hero,Jong Jin Kim,"Entertainment, Games/Simulation, Games/Adventure, Games"
ios,1234206625,President Trump City Conquerz,Do Hong Tra My,"Entertainment, Games/Simulation, Games/Adventure, Games"
ios,1097453810,Laser Pointer Master Simulator,Stepan Ivanov,"Entertainment, Games/Simulation, Games/Adventure, Games"
ios,766392904,Kissed by the Baddest Bidder,Voltage inc.,"Entertainment, Games/Role Playing, Games/Simulation, Games"
ios,1008562531,Blackbird Simulator,Chroma Club,"Entertainment, Games/Role Playing, Games/Simulation, Games"
ios,537581869,Water Park,Zia U,"Entertainment, Games/Role Playing, Games/Simulation, Games"
